diff,label,llama2-Output
+	<polygon clip-path=""url(#XMLID_9_)"" fill=""#989FAA"" points=""0.375,7.438 10.578,15.344 10.406,15.344 0.375,7.57 	""/>
+	<polygon clip-path=""url(#XMLID_9_)"" fill=""#979EAA"" points=""0.375,7.305 10.75,15.344 10.578,15.344 0.375,7.438 	""/>
+	<polygon clip-path=""url(#XMLID_9_)"" fill=""#969CA8"" points=""0.375,7.172 10.918,15.344 10.75,15.344 0.375,7.305 	""/>
+	<polygon clip-path=""url(#XMLID_9_)"" fill=""#949BA7"" points=""0.375,7.039 11.09,15.344 10.918,15.344 0.375,7.172 	""/>
+	<polygon clip-path=""url(#XMLID_9_)"" fill=""#9399A5"" points=""0.375,6.906 11.262,15.344 11.09,15.344 0.375,7.039 	""/>
+	<polygon clip-path=""url(#XMLID_9_)"" fill=""#9298A4"" points=""0.375,6.773 11.434,15.344 11.262,15.344 0.375,6.906 	""/>
+	<polygon clip-path=""url(#XMLID_9_)"" fill=""#9097A3"" points=""0.375,6.641 11.602,15.344 11.434,15.344 0.375,6.773 	""/>
+	<polygon clip-path=""url(#XMLID_9_)"" fill=""#8F95A2"" points=""0.375,6.508 11.773,15.344 11.602,15.344 0.375,6.641 	""/>
+	<polygon clip-path=""url(#XMLID_9_)"" fill=""#8E95A1"" points=""0.375,6.375 11.945,15.344 11.773,15.344 0.375,6.508 	""/>
+	<polygon clip-path=""url(#XMLID_9_)"" fill=""#8D93A0"" points=""0.375,6.242 12.117,15.344 11.945,15.344 0.375,6.375 	""/>
+	<polygon clip-path=""url(#XMLID_9_)"" fill=""#8B929F"" points=""0.375,6.113 12.289,15.344 12.117,15.344 0.375,6.242 	""/>
+	<polygon clip-path=""url(#XMLID_9_)"" fill=""#8A919E"" points=""0.375,5.98 12.461,15.344 12.289,15.344 0.375,6.113 	""/>
+	<polygon clip-path=""url(#XMLID_9_)"" fill=""#898F9D"" points=""0.375,5.848 12.629,15.344 12.461,15.344 0.375,5.98 	""/>
+	<polygon clip-path=""url(#XMLID_9_)"" fill=""#878E9B"" points=""0.375,5.715 12.801,15.344 12.629,15.344 0.375,5.848 	""/>
+	<polygon clip-path=""url(#XMLID_9_)"" fill=""#878D9B"" points=""0.375,5.582 12.973,15.344 12.801,15.344 0.375,5.715 	""/>
+	<polygon clip-path=""url(#XMLID_9_)"" fill=""#858C9A"" points=""0.375,5.449 13.141,15.344 12.973,15.344 0.375,5.582 	""/>
+	<polygon clip-path=""url(#XMLID_9_)"" fill=""#848B98"" points=""0.375,5.316 13.312,15.344 13.141,15.344 0.375,5.449 	""/>
+	<polygon clip-path=""url(#XMLID_9_)"" fill=""#838A97"" points=""0.375,5.184 13.484,15.344 13.312,15.344 0.375,5.316 	""/>
+	<polygon clip-path=""url(#XMLID_9_)"" fill=""#828997"" points=""0.375,5.051 13.656,15.344 13.484,15.344 0.375,5.184 	""/>
+	<polygon clip-path=""url(#XMLID_9_)"" fill=""#818895"" points=""0.375,4.918 13.828,15.344 13.656,15.344 0.375,5.051 	""/>
+	<polygon clip-path=""url(#XMLID_9_)"" fill=""#808794"" points=""0.375,4.785 14,15.344 13.828,15.344 0.375,4.918 	""/>
+	<polygon clip-path=""url(#XMLID_9_)"" fill=""#7E8594"" points=""0.375,4.652 14.172,15.344 14,15.344 0.375,4.785 	""/>
+	<polygon clip-path=""url(#XMLID_9_)"" fill=""#7D8593"" points=""0.375,4.52 14.34,15.344 14.172,15.344 0.375,4.652 	""/>
+	<polygon clip-path=""url(#XMLID_9_)"" fill=""#7C8392"" points=""0.375,4.387 14.512,15.344 14.34,15.344 0.375,4.52 	""/>
+	<polygon clip-path=""url(#XMLID_9_)"" fill=""#7B8290"" points=""0.375,4.258 14.68,15.344 14.512,15.344 0.375,4.387 	""/>
+	<polygon clip-path=""url(#XMLID_9_)"" fill=""#7A8190"" points=""0.375,4.125 14.852,15.344 14.68,15.344 0.375,4.258 	""/>
+	<polygon clip-path=""url(#XMLID_9_)"" fill=""#79808F"" points=""0.375,3.992 15.023,15.344 14.852,15.344 0.375,4.125 	""/>
+	<polygon clip-path=""url(#XMLID_9_)"" fill=""#787F8D"" points=""0.375,3.859 15.195,15.344 15.023,15.344 0.375,3.992 	""/>
+	<polygon clip-path=""url(#XMLID_9_)"" fill=""#777E8D"" points=""0.375,3.727 15.312,15.301 15.277,15.344 15.195,15.344 0.375,3.859 	
+		""/>
+	<polygon clip-path=""url(#XMLID_9_)"" fill=""#767D8C"" points=""0.375,3.594 15.344,15.195 15.344,15.258 15.312,15.301 0.375,3.727 	
+		""/>
+	<polygon clip-path=""url(#XMLID_9_)"" fill=""#767C8B"" points=""0.375,3.461 15.344,15.062 15.344,15.195 0.375,3.594 	""/>
+	<polygon clip-path=""url(#XMLID_9_)"" fill=""#747B8A"" points=""0.375,3.328 15.344,14.93 15.344,15.062 0.375,3.461 	""/>
+	<polygon clip-path=""url(#XMLID_9_)"" fill=""#737A89"" points=""0.375,3.195 15.344,14.797 15.344,14.93 0.375,3.328 	""/>
+	<polygon clip-path=""url(#XMLID_9_)"" fill=""#727989"" points=""0.375,3.062 15.344,14.664 15.344,14.797 0.375,3.195 	""/>
+	<polygon clip-path=""url(#XMLID_9_)"" fill=""#717888"" points=""0.375,2.93 15.344,14.531 15.344,14.664 0.375,3.062 	""/>
+	<polygon clip-path=""url(#XMLID_9_)"" fill=""#707786"" points=""0.375,2.797 15.344,14.398 15.344,14.531 0.375,2.93 	""/>
+	<polygon clip-path=""url(#XMLID_9_)"" fill=""#6F7686"" points=""0.375,2.664 15.344,14.266 15.344,14.398 0.375,2.797 	""/>
+	<polygon clip-path=""url(#XMLID_9_)"" fill=""#6D7585"" points=""0.375,2.531 15.344,14.133 15.344,14.266 0.375,2.664 	""/>
+	<polygon clip-path=""url(#XMLID_9_)"" fill=""#6D7584"" points=""0.375,2.398 15.344,14 15.344,14.133 0.375,2.531 	""/>
+	<polygon clip-path=""url(#XMLID_9_)"" fill=""#6C7383"" points=""0.375,2.266 15.344,13.867 15.344,14 0.375,2.398 	""/>
+	<polygon clip-path=""url(#XMLID_9_)"" fill=""#6B7383"" points=""0.375,2.137 15.344,13.734 15.344,13.867 0.375,2.266 	""/>
+	<polygon clip-path=""url(#XMLID_9_)"" fill=""#6A7281"" points=""0.375,2 15.344,13.602 15.344,13.734 0.375,2.137 	""/>
+	<polygon clip-path=""url(#XMLID_9_)"" fill=""#697181"" points=""0.375,1.871 15.344,13.469 15.344,13.602 0.375,2 	""/>
+	<polygon [/INST] T.\\ Љn and inЁ ( W.(
Љn

Հ:,n tЉЉ p Mis F C
Љ1Љ/ R p .a to ton- M/ ( p in"
"diff --git a/profiler/nbproject/project.xml b/profiler/nbproject/project.xml
index 5c858e64e..eec8cabf4 100644
--- a/profiler/nbproject/project.xml
+++ b/profiler/nbproject/project.xml
@@ -270,8 +270,8 @@ made subject to such option by the copyright holder.
                         <compile-dependency/>
                     </test-dependency>
                     <test-dependency>
-                        <code-name-base>org.netbeans.core.ui</code-name-base>
-                        <recursive/>
+                        <code-name-base>org.netbeans.modules.sampler</code-name-base>
+                        <compile-dependency/>
                     </test-dependency>
                 </test-type>
             </test-dependencies>
diff --git a/profiler/test/unit/src/org/netbeans/modules/profiler/actions/SelfSamplerActionTest.java b/profiler/test/unit/src/org/netbeans/modules/profiler/actions/SelfSamplerActionTest.java
index 67ae85c64..0b7f11249 100644
--- a/profiler/test/unit/src/org/netbeans/modules/profiler/actions/SelfSamplerActionTest.java
+++ b/profiler/test/unit/src/org/netbeans/modules/profiler/actions/SelfSamplerActionTest.java
@@ -42,12 +42,9 @@
 
 package org.netbeans.modules.profiler.actions;
 
-import java.awt.event.ActionEvent;
-import java.awt.event.ActionListener;
 import java.io.DataOutputStream;
 import java.io.OutputStream;
 import java.util.logging.Level;
-import javax.swing.Action;
 import org.junit.Test;
 import org.netbeans.junit.Log;
 import org.netbeans.modules.profiler.ui.NpsDataObject;
@@ -56,10 +53,12 @@ import org.openide.filesystems.FileObject;
 import org.openide.filesystems.FileUtil;
 import org.openide.loaders.DataObject;
 import static org.junit.Assert.*;
+import org.netbeans.modules.sampler.Sampler;
 
 /** Shows how o.n.core uses the SelfSamplerAction to start and stop self profiling.
  *
  * @author Jaroslav Tulach <jtulach@netbeans.org>
+ * @author Tomas Hurka
  */
 public class SelfSamplerActionTest {
 
@@ -68,24 +67,17 @@ public class SelfSamplerActionTest {
 
     @Test
     public void testSelfProfileToStream() throws Exception {
-        FileObject afo = FileUtil.getConfigFile(""Actions/Profile/org-netbeans-modules-profiler-actions-SelfSamplerAction.instance"");
-        assertNotNull(""SelfSamplerAction is in the right fileobject"", afo);
-        Action a = (Action)afo.getAttribute(""delegate""); // NOI18N
-        Object obj = a.getValue(""logger-testprofile"");
-        assertTrue(""It is runnable"", obj instanceof Runnable);
-        assertTrue(""It is action listener"", obj instanceof ActionListener);
+        Sampler sampler = Sampler.createManualSampler(""testprofile"");
+        assertTrue(""sampler instance"", sampler != null);
 
-        Runnable r = (Runnable)obj;
-        ActionListener al = (ActionListener)obj;
-
-        r.run();
+        sampler.start();
         Thread.sleep(1000);
-        assertLoggerThread(""logger-testprofile shall be there"", true);
+        assertSamplerThread(""sampler-testprofile shall be there"", true);
 
         FileObject fo = FileUtil.createMemoryFileSystem().getRoot().createData(""slow.nps"");
         OutputStream os = fo.getOutputStream();
         DataOutputStream dos = new DataOutputStream(os);
-        al.actionPerformed(new ActionEvent(dos, 0, ""write"")); // NOI18N
+        sampler.stopAndWriteTo(dos);
         dos.close();
 
         if (fo.getSize() < 100) {
@@ -104,39 +96,32 @@ public class SelfSamplerActionTest {
             fail(""There shall be no warnings:\n"" + log);
         }
 
-        assertLoggerThread(""no logger- thread shall be there"", false);
+        assertSamplerThread(""no sampler- thread shall be there"", false);
     }
 
     @Test
     public void testSelfProfileCancel() throws Exception {
-        FileObject afo = FileUtil.getConfigFile(""Actions/Profile/org-netbeans-modules-profiler-actions-SelfSamplerAction.instance"");
-        assertNotNull(""SelfSamplerAction is in the right fileobject"", afo);
-        Action a = (Action)afo.getAttribute(""delegate""); // NOI18N
-        Object obj = a.getValue(""logger-testprofile"");
-        assertTrue(""It is runnable"", obj instanceof Runnable);
-        assertTrue(""It is action listener"", obj instanceof ActionListener);
-
-        Runnable r = (Runnable)obj;
-        ActionListener al = (ActionListener)obj;
+        Sampler sampler = Sampler.createManualSampler(""testprofile"");
+        assertTrue(""sampler instance"", sampler != null);
 
-        r.run();
+        sampler.start();
         Thread.sleep(1000);
-        assertLoggerThread(""logger-testprofile shall be there"", true);
+        assertSamplerThread(""sampler-testprofile shall be there"", true);
 
-        al.actionPerformed(new ActionEvent(this, 0, ""cancel"")); // NOI18N
+        sampler.cancel();
         Thread.sleep(1000);
 
-        assertLoggerThread(""no logger- thread shall be there"", false);
+        assertSamplerThread(""no sampler- thread shall be there"", false);
     }
 
-    private void assertLoggerThread(String msg, boolean exist) {
+    private void assertSamplerThread(String msg, boolean exist) {
         for (Thread t : Thread.getAllStackTraces().keySet()) {
-            if (t.getName().startsWith(""logger-"")) {
+            if (t.getName().startsWith(""sampler-"")) {
                 assertTrue(msg + "" There is "" + t.getName() + "" thread"", exist);
                 return;
             }
         }
-        assertFalse(msg + "" There is no logger- thread"", exist);
+        assertFalse(msg + "" There is no sampler- thread"", exist);
     }",Automated merge with http : / / hg . netbeans . org / web - main,"[INST] Generate a meaningful git commit message from the following diff:
diff --git a/profiler/nbproject/project.xml b/profiler/nbproject/project.xml
index 5c858e64e..eec8cabf4 100644
--- a/profiler/nbproject/project.xml
+++ b/profiler/nbproject/project.xml
@@ -270,8 +270,8 @@ made subject to such option by the copyright holder.
                         <compile-dependency/>
                     </test-dependency>
                     <test-dependency>
-                        <code-name-base>org.netbeans.core.ui</code-name-base>
-                        <recursive/>
+                        <code-name-base>org.netbeans.modules.sampler</code-name-base>
+                        <compile-dependency/>
                     </test-dependency>
                 </test-type>
             </test-dependencies>
diff --git a/profiler/test/unit/src/org/netbeans/modules/profiler/actions/SelfSamplerActionTest.java b/profiler/test/unit/src/org/netbeans/modules/profiler/actions/SelfSamplerActionTest.java
index 67ae85c64..0b7f11249 100644
--- a/profiler/test/unit/src/org/netbeans/modules/profiler/actions/SelfSamplerActionTest.java
+++ b/profiler/test/unit/src/org/netbeans/modules/profiler/actions/SelfSamplerActionTest.java
@@ -42,12 +42,9 @@
 
 package org.netbeans.modules.profiler.actions;
 
-import java.awt.event.ActionEvent;
-import java.awt.event.ActionListener;
 import java.io.DataOutputStream;
 import java.io.OutputStream;
 import java.util.logging.Level;
-import javax.swing.Action;
 import org.junit.Test;
 import org.netbeans.junit.Log;
 import org.netbeans.modules.profiler.ui.NpsDataObject;
@@ -56,10 +53,12 @@ import org.openide.filesystems.FileObject;
 import org.openide.filesystems.FileUtil;
 import org.openide.loaders.DataObject;
 import static org.junit.Assert.*;
+import org.netbeans.modules.sampler.Sampler;
 
 /** Shows how o.n.core uses the SelfSamplerAction to start and stop self profiling.
  *
  * @author Jaroslav Tulach <jtulach@netbeans.org>
+ * @author Tomas Hurka
  */
 public class SelfSamplerActionTest {
 
@@ -68,24 +67,17 @@ public class SelfSamplerActionTest {
 
     @Test
     public void testSelfProfileToStream() throws Exception {
-        FileObject afo = FileUtil.getConfigFile(""Actions/Profile/org-netbeans-modules-profiler-actions-SelfSamplerAction.instance"");
-        assertNotNull(""SelfSamplerAction is in the right fileobject"", afo);
-        Action a = (Action)afo.getAttribute(""delegate""); // NOI18N
-        Object obj = a.getValue(""logger-testprofile"");
-        assertTrue(""It is runnable"", obj instanceof Runnable);
-        assertTrue(""It is action listener"", obj instanceof ActionListener);
+        Sampler sampler = Sampler.createManualSampler(""testprofile"");
+        assertTrue(""sampler instance"", sampler != null);
 
-        Runnable r = (Runnable)obj;
-        ActionListener al = (ActionListener)obj;
-
-        r.run();
+        sampler.start();
         Thread.sleep(1000);
-        assertLoggerThread(""logger-testprofile shall be there"", true);
+        assertSamplerThread(""sampler-testprofile shall be there"", true);
 
         FileObject fo = FileUtil.createMemoryFileSystem().getRoot().createData(""slow.nps"");
         OutputStream os = fo.getOutputStream();
         DataOutputStream dos = new DataOutputStream(os);
-        al.actionPerformed(new ActionEvent(dos, 0, ""write"")); // NOI18N
+        sampler.stopAndWriteTo(dos);
         dos.close();
 
         if (fo.getSize() < 100) {
@@ -104,39 +96,32 @@ public class SelfSamplerActionTest {
             fail(""There shall be no warnings:\n"" + log);
         }
 
-        assertLoggerThread(""no logger- thread shall be there"", false);
+        assertSamplerThread(""no sampler- thread shall be there"", false);
     }
 
     @Test
     public void testSelfProfileCancel() throws Exception {
-        FileObject afo = FileUtil.getConfigFile(""Actions/Profile/org-netbeans-modules-profiler-actions-SelfSamplerAction.instance"");
-        assertNotNull(""SelfSamplerAction is in the right fileobject"", afo);
-        Action a = (Action)afo.getAttribute(""delegate""); // NOI18N
-        Object obj = a.getValue(""logger-testprofile"");
-        assertTrue(""It is runnable"", obj instanceof Runnable);
-        assertTrue(""It is action listener"", obj instanceof ActionListener);
-
-        Runnable r = (Runnable)obj;
-        ActionListener al = (ActionListener)obj;
+        Sampler sampler = Sampler.createManualSampler(""testprofile"");
+        assertTrue(""sampler instance"", sampler != null);
 
-        r.run();
+        sampler.start();
         Thread.sleep(1000);
-        assertLoggerThread(""logger-testprofile shall be there"", true);
+        assertSamplerThread(""sampler-testprofile shall be there"", true);
 
-        al.actionPerformed(new ActionEvent(this, 0, ""cancel"")); // NOI18N
+        sampler.cancel();
         Thread.sleep(1000);
 
-        assertLoggerThread(""no logger- thread shall be there"", false);
+        assertSamplerThread(""no sampler- thread shall be there"", false);
     }
 
-    private void assertLoggerThread(String msg, boolean exist) {
+    private void assertSamplerThread(String msg, boolean exist) {
         for (Thread t : Thread.getAllStackTraces().keySet()) {
-            if (t.getName().startsWith(""logger-"")) {
+            if (t.getName().startsWith(""sampler-"")) {
                 assertTrue(msg + "" There is "" + t.getName() + "" thread"", exist);
                 return;
             }
         }
-        assertFalse(msg + "" There is no logger- thread"", exist);
+        assertFalse(msg + "" There is no sampler- thread"", exist);
     }
 
  [/INST]  Here is a meaningful commit message for the given diff:

`Add SelfSamplerAction test`

This commit adds a new test case to the `SelfSamplerActionTest` class, which demonstrates how to use the"
"diff --git a/demos/main/src/main/AndroidManifest.xml b/demos/main/src/main/AndroidManifest.xml
index 2234048ac1..e80e37688d 100644
--- a/demos/main/src/main/AndroidManifest.xml
+++ b/demos/main/src/main/AndroidManifest.xml
@@ -21,6 +21,7 @@
   <uses-permission android:name=""android.permission.ACCESS_NETWORK_STATE""/>
   <uses-permission android:name=""android.permission.READ_EXTERNAL_STORAGE""/>
